@STATION_ID,LATITUDE,LONGITUDE,ALTITUDE(m),TIME(GMT),DATE(GMT),TIME(IST),DATE(IST),AIR_TEMP(°C),WIND_SPEED(m/s),WIND_DIRECTION(deg),ATMO_PRESSURE(hpa),HUMIDITY(%),RAIN_FALL(mm),SUN_SHINE(hh:mm),BATTERY_VOLTAGE(V)
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/10/2009,7:30,06/10/2009,30.87,0.05,358.99,1004.52,66.91,894.00,0:41,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/10/2009,8:30,06/10/2009,33.80,2.39,267.60,1005.11,48.92,894.00,1:41,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/10/2009,9:30,06/10/2009,36.19,1.91,301.81,1005.30,38.95,894.00,2:41,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/10/2009,10:30,06/10/2009,36.39,1.61,68.67,1005.11,46.97,894.00,3:41,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/10/2009,11:30,06/10/2009,34.87,2.20,127.81,1004.72,50.98,894.00,4:41,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/10/2009,12:30,06/10/2009,34.48,4.35,119.99,1004.23,50.98,894.00,5:41,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/10/2009,13:30,06/10/2009,34.29,3.27,95.55,1003.54,53.91,894.00,6:41,13.37
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/10/2009,14:30,06/10/2009,33.55,4.55,132.70,1002.96,62.90,894.00,7:41,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/10/2009,15:30,06/10/2009,32.77,3.08,134.65,1002.66,70.92,894.00,8:41,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/10/2009,16:30,06/10/2009,31.79,4.35,129.77,1002.37,75.90,894.00,9:41,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/10/2009,17:30,06/10/2009,31.35,3.27,171.80,1002.37,73.95,894.00,10:32,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/10/2009,18:30,06/10/2009,30.67,2.59,170.82,1002.96,78.93,894.00,10:32,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/10/2009,19:30,06/10/2009,31.89,0.05,358.99,1003.54,64.96,894.00,10:32,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/10/2009,20:30,06/10/2009,31.89,1.71,203.57,1004.13,65.93,894.00,10:32,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/10/2009,21:30,06/10/2009,31.60,4.15,209.92,1004.62,66.91,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/10/2009,22:30,06/10/2009,31.35,1.71,220.67,1004.81,70.92,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/10/2009,23:30,06/10/2009,31.06,3.18,198.68,1004.42,69.94,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/10/2009,0:30,06/11/2009,30.57,2.00,213.83,1003.93,57.92,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/10/2009,1:30,06/11/2009,30.08,2.59,210.90,1003.15,59.97,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/10/2009,2:30,06/11/2009,29.89,1.32,218.72,1002.86,59.97,894.00,10:32,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/10/2009,3:30,06/11/2009,29.40,2.98,216.76,1003.05,59.97,894.00,10:32,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/10/2009,4:30,06/11/2009,28.76,3.86,227.52,1003.05,63.98,894.00,10:32,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/11/2009,5:30,06/11/2009,28.57,2.59,212.85,1003.54,65.93,894.00,10:32,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/11/2009,6:30,06/11/2009,28.76,1.42,209.92,1004.72,65.93,894.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/11/2009,7:30,06/11/2009,30.38,1.32,239.74,1004.62,61.93,894.00,0:39,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/11/2009,8:30,06/11/2009,32.77,0.83,159.58,1007.06,48.92,894.00,1:39,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/11/2009,9:30,06/11/2009,32.38,3.57,247.56,1007.65,50.98,894.00,2:17,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/11/2009,10:30,06/11/2009,30.77,2.20,160.56,1007.94,70.92,894.00,3:17,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/11/2009,11:30,06/11/2009,30.57,0.93,15.88,1007.65,70.92,894.00,4:17,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/11/2009,12:30,06/11/2009,32.18,0.64,39.83,1006.87,60.95,894.00,5:17,13.47
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/11/2009,13:30,06/11/2009,32.87,0.83,346.77,1005.89,56.94,894.00,6:17,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/11/2009,14:30,06/11/2009,32.97,2.88,90.66,1004.91,58.99,894.00,7:17,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/11/2009,15:30,06/11/2009,35.17,3.18,322.83,1003.74,45.99,894.00,8:17,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/11/2009,16:30,06/11/2009,37.17,0.34,287.63,1003.25,38.95,894.00,9:17,14.05
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/11/2009,17:30,06/11/2009,30.96,4.64,99.95,1003.93,73.95,894.00,10:9,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/11/2009,18:30,06/11/2009,29.40,3.18,132.70,1004.81,82.94,894.00,10:9,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/11/2009,19:30,06/11/2009,29.15,3.27,141.98,1006.18,85.00,894.00,10:9,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/11/2009,20:30,06/11/2009,29.40,2.59,153.71,1006.96,83.92,894.00,10:9,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/11/2009,21:30,06/11/2009,29.40,3.57,206.99,1007.06,72.97,894.00,10:9,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/11/2009,22:30,06/11/2009,29.15,1.71,203.57,1007.06,70.92,894.00,10:9,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/11/2009,23:30,06/11/2009,29.06,2.20,213.83,1006.96,68.96,894.00,10:9,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/11/2009,0:30,06/12/2009,28.96,3.18,191.84,1006.09,68.96,894.00,10:9,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/11/2009,1:30,06/12/2009,28.57,0.73,233.87,1005.60,70.92,894.00,10:9,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/11/2009,2:30,06/12/2009,28.76,4.55,227.52,1005.11,68.96,894.00,10:9,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/11/2009,3:30,06/12/2009,28.96,1.81,230.94,1005.01,64.96,894.00,10:9,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/11/2009,4:30,06/12/2009,28.57,0.05,358.99,1005.30,69.94,894.00,10:9,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/12/2009,5:30,06/12/2009,28.08,0.05,358.99,1005.30,69.94,894.00,10:9,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/12/2009,6:30,06/12/2009,26.96,0.05,358.99,1006.18,74.93,894.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/12/2009,7:30,06/12/2009,29.89,1.22,159.58,1007.06,60.95,894.00,0:38,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/12/2009,8:30,06/12/2009,31.60,0.05,358.99,1007.75,55.96,894.00,1:25,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/12/2009,9:30,06/12/2009,32.09,1.52,123.90,1007.75,56.94,894.00,2:25,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/12/2009,10:30,06/12/2009,32.18,1.91,120.97,1007.55,51.96,894.00,3:25,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/12/2009,11:30,06/12/2009,32.18,1.91,120.97,1007.55,51.96,894.00,3:25,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/12/2009,12:30,06/12/2009,33.80,2.69,109.73,1005.21,47.95,894.00,5:25,13.47
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/12/2009,13:30,06/12/2009,33.70,3.47,160.56,1004.72,56.94,894.00,6:25,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/12/2009,14:30,06/12/2009,32.97,3.67,100.93,1005.11,64.96,894.00,7:25,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/12/2009,15:30,06/12/2009,32.48,4.15,100.93,1004.81,61.93,894.00,8:25,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/12/2009,16:30,06/12/2009,31.60,2.39,137.59,1004.72,66.91,894.00,9:16,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/12/2009,17:30,06/12/2009,31.45,0.05,358.99,1005.30,60.95,894.00,9:30,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/12/2009,18:30,06/12/2009,30.96,0.83,136.61,1005.79,71.99,894.00,9:30,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/12/2009,19:30,06/12/2009,29.99,1.91,162.51,1006.38,78.93,894.00,9:30,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/12/2009,20:30,06/12/2009,29.79,2.49,196.73,1007.16,60.95,894.00,9:30,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/12/2009,21:30,06/12/2009,29.40,0.44,190.86,1008.33,63.98,894.00,9:30,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/12/2009,22:30,06/12/2009,29.06,1.22,113.64,1009.02,65.93,894.00,9:30,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/12/2009,23:30,06/12/2009,26.47,1.52,290.57,1010.58,87.93,895.00,9:30,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/12/2009,0:30,06/13/2009,25.68,0.05,358.99,1009.80,93.99,897.00,9:30,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/12/2009,1:30,06/13/2009,25.68,0.05,358.99,1009.80,93.99,897.00,9:30,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/12/2009,2:30,06/13/2009,25.29,0.05,358.99,1005.79,96.92,900.00,9:30,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/12/2009,3:30,06/13/2009,25.29,0.05,358.99,1005.69,95.94,900.00,9:30,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/12/2009,4:30,06/13/2009,25.10,0.05,358.99,1006.67,95.94,900.00,9:30,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/13/2009,5:30,06/13/2009,25.39,0.05,358.99,1007.36,93.99,900.00,9:30,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/13/2009,6:30,06/13/2009,25.78,0.44,216.76,1007.94,91.94,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/13/2009,7:30,06/13/2009,26.86,2.59,204.55,1008.24,86.95,900.00,0:0,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/13/2009,8:30,06/13/2009,28.18,2.20,240.71,1008.24,78.93,900.00,0:37,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/13/2009,9:30,06/13/2009,30.96,0.93,253.91,1008.43,65.93,900.00,1:37,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/13/2009,10:30,06/13/2009,32.87,1.71,241.69,1008.24,47.95,900.00,2:37,13.47
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/13/2009,11:30,06/13/2009,35.36,2.20,260.75,1007.55,41.98,900.00,3:37,13.95
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/13/2009,12:30,06/13/2009,34.09,1.91,92.62,1007.16,57.92,900.00,4:35,13.76
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/13/2009,13:30,06/13/2009,31.79,2.49,127.81,1006.77,65.93,900.00,5:35,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/13/2009,14:30,06/13/2009,32.09,1.91,125.86,1005.99,59.97,900.00,6:35,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/13/2009,15:30,06/13/2009,32.09,2.30,149.80,1005.79,60.95,900.00,7:35,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/13/2009,16:30,06/13/2009,31.06,3.96,138.56,1005.30,74.93,900.00,8:32,13.56
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/13/2009,17:30,06/13/2009,30.28,2.20,134.65,1005.79,79.91,900.00,9:16,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/13/2009,18:30,06/13/2009,29.69,3.76,172.78,1005.99,85.00,900.00,9:38,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/13/2009,19:30,06/13/2009,29.40,3.18,161.53,1006.87,87.93,900.00,9:38,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/13/2009,20:30,06/13/2009,29.50,2.98,186.95,1007.55,81.96,900.00,9:38,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/13/2009,21:30,06/13/2009,29.69,0.83,222.63,1008.43,73.95,900.00,9:38,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/13/2009,22:30,06/13/2009,29.40,1.03,213.83,1008.72,67.99,900.00,9:38,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/13/2009,23:30,06/13/2009,29.06,2.00,204.55,1008.33,67.99,900.00,9:38,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/13/2009,0:30,06/14/2009,28.86,2.00,216.76,1007.65,70.92,900.00,9:38,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/13/2009,1:30,06/14/2009,28.76,1.52,226.54,1006.96,67.99,900.00,9:38,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/13/2009,2:30,06/14/2009,28.37,1.32,203.57,1006.38,68.96,900.00,9:38,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/13/2009,3:30,06/14/2009,28.18,1.22,225.56,1006.18,69.94,900.00,9:38,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/13/2009,4:30,06/14/2009,27.98,1.52,206.99,1006.48,70.92,900.00,9:38,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/14/2009,5:30,06/14/2009,27.49,0.24,226.54,1006.67,72.97,900.00,9:38,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/14/2009,6:30,06/14/2009,27.59,0.05,358.99,1007.45,74.93,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/14/2009,7:30,06/14/2009,30.18,0.83,302.79,1007.75,64.96,900.00,0:54,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/14/2009,8:30,06/14/2009,32.97,1.71,263.69,1007.94,52.93,900.00,1:54,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/14/2009,9:30,06/14/2009,34.78,5.62,295.94,1007.94,45.99,900.00,2:54,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/14/2009,10:30,06/14/2009,36.58,2.59,272.97,1007.94,40.91,900.00,3:54,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/14/2009,11:30,06/14/2009,37.76,2.20,288.61,1007.55,38.95,900.00,4:54,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/14/2009,12:30,06/14/2009,34.97,2.79,88.71,1007.16,51.96,900.00,5:53,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/14/2009,13:30,06/14/2009,34.68,2.49,98.00,1006.48,54.99,900.00,6:53,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/14/2009,14:30,06/14/2009,33.80,3.57,120.97,1005.99,58.99,900.00,7:53,13.56
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/14/2009,15:30,06/14/2009,31.89,0.05,358.99,1005.21,70.92,900.00,8:23,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/14/2009,16:30,06/14/2009,31.45,3.67,147.85,1004.81,76.98,900.00,8:53,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/14/2009,17:30,06/14/2009,30.18,2.69,161.53,1004.52,81.96,900.00,9:17,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/14/2009,18:30,06/14/2009,30.38,0.05,358.99,1004.81,71.99,900.00,9:17,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/14/2009,19:30,06/14/2009,29.89,0.05,358.99,1005.60,82.94,900.00,9:17,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/14/2009,20:30,06/14/2009,29.59,0.05,358.99,1006.38,81.96,900.00,9:17,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/14/2009,21:30,06/14/2009,29.59,0.05,358.99,1006.87,79.91,900.00,9:17,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/14/2009,22:30,06/14/2009,29.40,0.05,358.99,1007.16,82.94,900.00,9:17,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/14/2009,23:30,06/14/2009,28.86,0.05,358.99,1006.38,77.96,900.00,9:17,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/14/2009,0:30,06/15/2009,28.96,0.05,358.99,1006.18,72.97,900.00,9:17,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/14/2009,1:30,06/15/2009,29.40,2.79,202.59,1005.21,65.93,900.00,9:17,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/14/2009,2:30,06/15/2009,29.25,2.79,190.86,1004.72,67.99,900.00,9:17,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/14/2009,3:30,06/15/2009,29.59,3.76,193.79,1004.52,66.91,900.00,9:17,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/14/2009,4:30,06/15/2009,29.25,0.05,358.99,1004.52,66.91,900.00,9:17,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/15/2009,5:30,06/15/2009,28.96,2.00,225.56,1004.81,69.94,900.00,9:17,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/15/2009,6:30,06/15/2009,28.96,2.59,205.52,1005.69,69.94,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/15/2009,7:30,06/15/2009,29.40,0.05,358.99,1006.38,67.99,900.00,0:0,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/15/2009,8:30,06/15/2009,30.47,1.91,227.52,1006.57,64.96,900.00,0:24,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/15/2009,9:30,06/15/2009,32.18,0.05,358.99,1007.06,58.99,900.00,1:24,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/15/2009,10:30,06/15/2009,34.58,2.98,313.54,1006.87,46.97,900.00,2:24,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/15/2009,11:30,06/15/2009,36.29,4.35,279.81,1006.09,40.91,900.00,3:24,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/15/2009,12:30,06/15/2009,36.58,2.88,266.62,1005.21,42.96,900.00,4:24,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/15/2009,13:30,06/15/2009,37.66,3.76,304.74,1004.42,38.95,900.00,5:24,13.56
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/15/2009,14:30,06/15/2009,36.39,4.15,58.90,1003.64,45.99,900.00,6:24,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/15/2009,15:30,06/15/2009,34.19,3.18,132.70,1003.15,53.91,900.00,7:21,14.20
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/15/2009,16:30,06/15/2009,32.18,1.52,118.52,1003.25,74.93,900.00,7:56,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/15/2009,17:30,06/15/2009,31.70,0.05,358.99,1003.64,58.99,900.00,7:56,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/15/2009,18:30,06/15/2009,30.47,0.05,358.99,1003.54,63.98,900.00,7:56,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/15/2009,19:30,06/15/2009,29.99,0.05,358.99,1004.42,67.99,900.00,7:56,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/15/2009,20:30,06/15/2009,29.89,0.05,358.99,1005.69,71.99,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/15/2009,21:30,06/15/2009,29.40,0.05,358.99,1005.89,69.94,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/15/2009,22:30,06/15/2009,29.25,0.73,231.92,1005.89,66.91,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/15/2009,23:30,06/15/2009,29.89,0.05,358.99,1005.79,64.96,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/15/2009,0:30,06/16/2009,29.25,1.52,253.91,1005.30,69.94,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/15/2009,1:30,06/16/2009,29.06,0.05,358.99,1004.91,72.97,900.00,7:56,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/15/2009,2:30,06/16/2009,28.57,0.05,358.99,1004.33,73.95,900.00,7:56,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/15/2009,3:30,06/16/2009,28.18,1.03,240.71,1003.93,76.98,900.00,7:56,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/15/2009,4:30,06/16/2009,28.76,2.79,284.70,1003.93,62.90,900.00,7:56,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/16/2009,5:30,06/16/2009,28.57,0.05,358.99,1004.23,65.93,900.00,7:56,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/16/2009,6:30,06/16/2009,28.57,0.05,358.99,1004.72,72.97,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/16/2009,7:30,06/16/2009,30.08,1.71,213.83,1005.21,66.91,900.00,0:26,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/16/2009,8:30,06/16/2009,32.87,1.52,270.53,1005.99,54.99,900.00,1:26,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/16/2009,9:30,06/16/2009,31.89,0.93,232.89,1006.28,59.97,900.00,2:26,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/16/2009,10:30,06/16/2009,31.89,0.93,232.89,1006.28,59.97,900.00,2:26,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/16/2009,11:30,06/16/2009,31.89,0.93,232.89,1006.28,59.97,900.00,2:26,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/16/2009,12:30,06/16/2009,35.90,1.91,195.75,1003.93,46.97,900.00,5:19,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/16/2009,13:30,06/16/2009,34.48,3.76,93.60,1003.15,52.93,900.00,6:16,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/16/2009,14:30,06/16/2009,34.38,2.59,96.53,1002.57,48.92,900.00,7:16,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/16/2009,15:30,06/16/2009,33.90,3.76,104.84,1002.08,58.99,900.00,8:16,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/16/2009,16:30,06/16/2009,32.87,2.49,125.86,1001.98,59.97,900.00,9:16,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/16/2009,17:30,06/16/2009,31.99,2.30,119.99,1002.37,65.93,900.00,10:16,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/16/2009,18:30,06/16/2009,30.18,3.96,159.58,1002.86,81.96,900.00,10:34,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/16/2009,19:30,06/16/2009,29.89,1.71,170.82,1003.45,80.99,900.00,10:34,12.59
