@STATION_ID,LATITUDE,LONGITUDE,ALTITUDE(m),TIME(GMT),DATE(GMT),TIME(IST),DATE(IST),AIR_TEMP(°C),WIND_SPEED(m/s),WIND_DIRECTION(deg),ATMO_PRESSURE(hpa),HUMIDITY(%),RAIN_FALL(mm),SUN_SHINE(hh:mm),BATTERY_VOLTAGE(V)
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/16/2009,20:30,06/16/2009,29.59,2.79,164.96,1003.93,85.00,900.00,10:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/16/2009,21:30,06/16/2009,29.89,1.61,164.96,1004.72,76.98,900.00,10:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/16/2009,22:30,06/16/2009,29.59,1.22,174.73,1004.81,82.94,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/16/2009,23:30,06/16/2009,29.40,0.05,358.99,1004.33,85.00,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/16/2009,0:30,06/17/2009,29.15,0.05,358.99,1003.74,85.97,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/16/2009,1:30,06/17/2009,28.76,1.12,220.67,1003.05,85.00,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/16/2009,2:30,06/17/2009,28.57,1.22,211.88,1002.86,85.97,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/16/2009,3:30,06/17/2009,28.18,0.05,358.99,1002.66,87.93,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/16/2009,4:30,06/17/2009,27.98,0.05,358.99,1002.47,87.93,900.00,10:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/17/2009,5:30,06/17/2009,28.37,0.05,358.99,1002.96,85.00,900.00,10:34,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/17/2009,6:30,06/17/2009,28.47,0.05,358.99,1003.54,83.92,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/17/2009,7:30,06/17/2009,29.69,0.05,358.99,1004.13,75.90,900.00,0:4,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/17/2009,8:30,06/17/2009,33.46,0.44,285.68,1004.23,49.90,900.00,1:4,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/17/2009,9:30,06/17/2009,35.07,0.64,179.62,1003.93,44.92,900.00,2:4,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/17/2009,10:30,06/17/2009,36.09,1.91,185.97,1003.74,40.91,900.00,3:4,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/17/2009,11:30,06/17/2009,37.46,0.05,358.99,1003.15,37.98,900.00,4:4,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/17/2009,12:30,06/17/2009,39.08,4.55,281.77,1002.27,33.97,900.00,4:57,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/17/2009,13:30,06/17/2009,39.66,3.47,246.58,1001.20,32.99,900.00,5:55,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/17/2009,14:30,06/17/2009,33.70,5.33,102.88,1000.90,66.91,900.00,6:55,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/17/2009,16:30,06/17/2009,31.99,2.88,87.73,1000.90,72.97,900.00,8:55,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/17/2009,17:30,06/17/2009,31.45,1.71,122.92,1000.90,72.97,900.00,9:55,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/17/2009,18:30,06/17/2009,30.57,2.79,154.69,1001.59,76.98,900.00,10:11,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/17/2009,19:30,06/17/2009,30.08,3.37,155.67,1002.17,81.96,900.00,10:11,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/17/2009,20:30,06/17/2009,29.79,2.20,128.79,1002.47,83.92,900.00,10:11,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/17/2009,21:30,06/17/2009,30.08,0.05,358.99,1003.35,75.90,900.00,10:11,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/17/2009,22:30,06/17/2009,29.79,0.05,358.99,1003.64,83.92,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/17/2009,23:30,06/17/2009,29.79,0.05,358.99,1003.15,82.94,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/17/2009,0:30,06/18/2009,29.79,0.83,190.86,1002.47,74.93,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/17/2009,1:30,06/18/2009,29.59,0.05,358.99,1002.17,74.93,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/17/2009,2:30,06/18/2009,29.69,0.15,220.67,1001.88,78.93,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/17/2009,3:30,06/18/2009,29.40,1.42,183.53,1001.00,81.96,900.00,10:11,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/17/2009,4:30,06/18/2009,29.15,0.05,358.99,1001.20,81.96,900.00,10:11,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/18/2009,5:30,06/18/2009,28.76,2.20,208.94,1001.39,81.96,900.00,10:11,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/18/2009,6:30,06/18/2009,28.86,1.71,211.88,1001.69,78.93,900.00,0:0,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/18/2009,7:30,06/18/2009,30.57,2.59,238.76,1002.08,69.94,900.00,0:49,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/18/2009,8:30,06/18/2009,32.67,1.52,209.92,1003.05,58.99,900.00,1:49,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/18/2009,9:30,06/18/2009,34.87,1.91,229.96,1003.45,48.92,900.00,2:49,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/18/2009,10:30,06/18/2009,36.78,1.32,230.94,1002.76,41.98,900.00,3:49,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/18/2009,11:30,06/18/2009,37.85,1.52,194.77,1002.86,38.95,900.00,4:49,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/18/2009,12:30,06/18/2009,39.08,1.71,215.79,1002.08,37.98,900.00,5:49,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/18/2009,13:30,06/18/2009,39.86,1.52,215.79,1001.59,35.92,900.00,6:49,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/18/2009,14:30,06/18/2009,39.86,1.52,215.79,1001.59,35.92,900.00,6:49,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/18/2009,15:30,06/18/2009,33.90,2.20,308.65,1000.71,44.92,900.00,7:51,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/18/2009,16:30,06/18/2009,33.90,2.20,308.65,1000.71,44.92,900.00,7:51,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/18/2009,17:30,06/18/2009,32.48,2.49,321.85,1001.20,52.93,900.00,7:51,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/18/2009,18:30,06/18/2009,31.89,0.05,358.99,1001.49,58.99,900.00,7:51,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/18/2009,19:30,06/18/2009,30.96,0.05,358.99,1002.96,64.96,900.00,7:51,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/18/2009,20:30,06/18/2009,30.18,0.05,358.99,1003.54,67.99,900.00,7:51,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/18/2009,21:30,06/18/2009,29.69,0.83,193.79,1004.23,65.93,900.00,7:51,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/18/2009,22:30,06/18/2009,29.40,0.05,358.99,1004.33,68.96,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/18/2009,23:30,06/18/2009,28.96,0.05,358.99,1004.23,71.99,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/18/2009,0:30,06/19/2009,28.96,0.44,211.88,1003.54,70.92,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/18/2009,1:30,06/19/2009,28.86,0.05,358.99,1003.05,72.97,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/18/2009,2:30,06/19/2009,28.57,2.69,208.94,1002.27,76.98,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/18/2009,3:30,06/19/2009,28.57,2.69,208.94,1002.27,76.98,900.00,7:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/18/2009,4:30,06/19/2009,28.57,3.57,225.56,1001.88,68.96,900.00,7:51,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/19/2009,7:30,06/19/2009,29.15,0.73,201.61,1004.42,69.94,900.00,0:0,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/19/2009,8:30,06/19/2009,30.67,1.91,202.59,1004.81,62.90,900.00,0:56,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/19/2009,9:30,06/19/2009,32.28,2.00,203.57,1005.01,57.92,900.00,1:56,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/19/2009,10:30,06/19/2009,34.48,4.55,310.61,1005.01,49.90,900.00,2:56,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/19/2009,11:30,06/19/2009,36.68,4.45,255.87,1004.13,42.96,900.00,4:9,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/19/2009,12:30,06/19/2009,36.88,1.91,211.88,1003.54,42.96,900.00,5:9,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/19/2009,13:30,06/19/2009,38.10,1.52,237.78,1002.57,37.98,900.00,6:7,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/19/2009,14:30,06/19/2009,39.27,1.91,263.69,1001.78,35.92,900.00,7:7,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/19/2009,15:30,06/19/2009,32.48,4.64,131.72,1001.30,70.92,900.00,8:7,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/19/2009,16:30,06/19/2009,31.60,4.15,140.52,1001.00,73.95,900.00,9:7,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/19/2009,17:30,06/19/2009,30.87,4.74,172.78,1001.39,74.93,900.00,10:7,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/19/2009,18:30,06/19/2009,29.89,3.76,146.87,1001.69,79.91,900.00,10:33,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/19/2009,19:30,06/19/2009,29.50,2.59,157.62,1002.96,83.92,900.00,10:33,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/19/2009,20:30,06/19/2009,29.89,3.57,176.69,1003.54,78.93,900.00,10:33,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/19/2009,21:30,06/19/2009,30.28,1.61,181.57,1004.42,74.93,900.00,10:33,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/19/2009,22:30,06/19/2009,30.38,3.37,164.96,1004.91,73.95,900.00,10:33,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/19/2009,23:30,06/19/2009,30.08,1.61,182.55,1004.62,75.90,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/19/2009,0:30,06/20/2009,29.79,2.69,182.55,1003.93,77.96,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/19/2009,1:30,06/20/2009,29.59,2.00,203.57,1003.35,77.96,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/19/2009,2:30,06/20/2009,29.50,1.91,229.96,1003.05,77.96,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/19/2009,3:30,06/20/2009,29.40,1.61,191.84,1003.05,76.98,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/19/2009,4:30,06/20/2009,29.06,3.18,217.74,1002.57,75.90,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/20/2009,5:30,06/20/2009,28.67,1.52,240.71,1002.96,76.98,900.00,10:33,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/20/2009,6:30,06/20/2009,28.76,2.88,208.94,1004.03,75.90,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/20/2009,7:30,06/20/2009,29.99,3.47,212.85,1004.81,71.99,900.00,0:51,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/20/2009,8:30,06/20/2009,32.09,1.71,228.98,1005.11,62.90,900.00,1:51,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/20/2009,9:30,06/20/2009,34.38,3.67,220.67,1005.30,51.96,900.00,2:51,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/20/2009,10:30,06/20/2009,35.75,2.20,245.60,1005.60,46.97,900.00,3:51,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/20/2009,11:30,06/20/2009,35.75,2.20,245.60,1005.60,46.97,900.00,3:51,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/20/2009,12:30,06/20/2009,38.10,4.74,222.63,1004.33,37.98,900.00,5:51,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/20/2009,13:30,06/20/2009,38.78,4.06,211.88,1003.15,34.95,900.00,6:51,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/20/2009,14:30,06/20/2009,34.87,6.01,145.89,1002.37,65.93,900.00,7:51,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/20/2009,15:30,06/20/2009,30.87,3.96,149.80,1001.98,76.98,900.00,8:34,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/20/2009,16:30,06/20/2009,31.70,2.59,154.69,1002.37,69.94,900.00,8:34,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/20/2009,17:30,06/20/2009,30.38,0.64,145.89,1002.76,77.96,900.00,8:34,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/20/2009,18:30,06/20/2009,29.69,3.08,89.69,1004.13,81.96,900.00,8:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/20/2009,19:30,06/20/2009,29.69,3.08,89.69,1004.13,81.96,900.00,8:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/20/2009,20:30,06/20/2009,29.25,0.34,134.65,1005.60,85.00,900.00,8:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/20/2009,21:30,06/20/2009,29.40,1.52,207.97,1006.28,80.99,900.00,8:34,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/20/2009,22:30,06/20/2009,28.08,0.05,358.99,1006.57,75.90,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/20/2009,23:30,06/20/2009,27.98,0.05,358.99,1006.48,78.93,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/20/2009,0:30,06/21/2009,27.49,0.93,228.98,1005.50,82.94,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/20/2009,1:30,06/21/2009,27.30,0.05,358.99,1005.01,85.97,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/20/2009,2:30,06/21/2009,26.27,0.24,227.52,1004.72,88.91,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/20/2009,3:30,06/21/2009,26.66,2.00,244.62,1004.33,85.00,900.00,8:34,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/20/2009,4:30,06/21/2009,26.66,0.05,358.99,1004.72,81.96,900.00,8:34,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/21/2009,5:30,06/21/2009,26.76,0.05,358.99,1004.81,82.94,900.00,8:34,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/21/2009,6:30,06/21/2009,26.96,0.05,358.99,1005.50,82.94,900.00,0:0,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/21/2009,7:30,06/21/2009,28.27,0.05,358.99,1005.79,79.91,900.00,0:0,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/21/2009,8:30,06/21/2009,30.28,0.05,358.99,1006.57,67.99,900.00,0:28,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/21/2009,9:30,06/21/2009,32.67,1.52,293.99,1006.48,55.96,900.00,1:28,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/21/2009,10:30,06/21/2009,33.99,3.08,291.54,1006.18,48.92,900.00,2:28,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/21/2009,12:30,06/21/2009,36.58,0.05,358.99,1004.91,40.91,900.00,4:28,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/21/2009,13:30,06/21/2009,37.07,0.05,358.99,1003.84,38.95,900.00,5:28,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/21/2009,14:30,06/21/2009,35.56,1.22,27.61,1003.15,51.96,900.00,6:28,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/21/2009,15:30,06/21/2009,32.97,2.88,120.97,1002.66,62.90,900.00,7:28,13.27
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/21/2009,16:30,06/21/2009,31.70,1.42,73.56,1002.86,69.94,900.00,8:28,13.17
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/21/2009,17:30,06/21/2009,30.77,2.88,96.53,1003.05,73.95,900.00,8:28,12.78
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/21/2009,18:30,06/21/2009,29.99,3.57,112.66,1003.54,81.96,900.00,8:28,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/21/2009,19:30,06/21/2009,29.79,2.39,136.61,1003.93,77.96,900.00,8:28,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/21/2009,20:30,06/21/2009,29.50,2.00,161.53,1005.21,81.96,900.00,8:28,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/21/2009,21:30,06/21/2009,29.25,1.61,142.96,1005.69,85.97,900.00,8:28,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/21/2009,22:30,06/21/2009,28.96,0.64,152.74,1005.99,89.98,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/21/2009,23:30,06/21/2009,29.15,0.05,358.99,1005.60,89.98,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/21/2009,0:30,06/22/2009,29.06,0.05,358.99,1004.72,90.96,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,20,06/21/2009,1:30,06/22/2009,28.96,0.05,358.99,1004.03,86.95,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/21/2009,2:30,06/22/2009,28.96,0.05,358.99,1003.54,79.91,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/21/2009,3:30,06/22/2009,28.76,0.05,358.99,1003.35,75.90,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,23,06/21/2009,4:30,06/22/2009,28.18,0.05,358.99,1004.03,81.96,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/22/2009,5:30,06/22/2009,27.88,0.05,358.99,1004.33,79.91,900.00,8:28,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,1,06/22/2009,6:30,06/22/2009,27.59,0.24,290.57,1005.11,72.97,900.00,0:0,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/22/2009,7:30,06/22/2009,31.26,0.64,271.99,1005.60,59.97,900.00,0:54,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/22/2009,8:30,06/22/2009,33.46,2.49,265.64,1005.60,47.95,900.00,1:54,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/22/2009,9:30,06/22/2009,33.46,2.49,265.64,1005.60,47.95,900.00,1:54,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,5,06/22/2009,10:30,06/22/2009,36.00,2.49,289.59,1005.21,39.93,900.00,3:54,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/22/2009,11:30,06/22/2009,36.58,3.27,321.85,1004.42,37.00,900.00,4:54,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/22/2009,12:30,06/22/2009,38.29,4.45,319.89,1003.74,33.97,900.00,5:47,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/22/2009,13:30,06/22/2009,39.17,2.98,272.97,1002.76,31.92,900.00,6:43,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/22/2009,14:30,06/22/2009,34.19,4.15,137.59,1002.47,49.90,900.00,7:36,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/22/2009,15:30,06/22/2009,33.55,4.35,88.71,1002.37,62.90,900.00,8:36,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/22/2009,16:30,06/22/2009,33.55,4.35,88.71,1002.37,62.90,900.00,8:36,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,12,06/22/2009,17:30,06/22/2009,29.79,1.32,151.76,1002.37,77.96,901.00,9:36,12.68
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,13,06/22/2009,18:30,06/22/2009,29.69,4.35,137.59,1002.57,76.98,901.00,9:52,12.59
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,14,06/22/2009,19:30,06/22/2009,29.69,4.35,137.59,1002.57,76.98,901.00,9:52,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,15,06/22/2009,20:30,06/22/2009,28.37,1.32,214.81,1003.74,66.91,901.00,9:52,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,16,06/22/2009,21:30,06/22/2009,29.15,3.18,189.88,1004.33,66.91,901.00,9:52,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,17,06/22/2009,22:30,06/22/2009,29.15,0.05,358.99,1004.23,76.98,901.00,9:52,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,18,06/22/2009,23:30,06/22/2009,29.06,2.98,237.78,1004.03,74.93,901.00,9:52,12.49
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,19,06/22/2009,0:30,06/23/2009,29.15,2.20,226.54,1003.35,72.97,901.00,9:52,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,21,06/22/2009,2:30,06/23/2009,28.67,0.93,236.80,1003.05,71.99,901.00,9:52,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,22,06/22/2009,3:30,06/23/2009,28.27,0.05,358.99,1002.96,75.90,901.00,9:52,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,0,06/23/2009,5:30,06/23/2009,27.20,0.05,358.99,1003.74,82.94,901.00,9:52,12.29
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,2,06/23/2009,7:30,06/23/2009,30.87,1.61,307.67,1004.91,54.99,901.00,0:55,12.39
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,3,06/23/2009,8:30,06/23/2009,32.97,3.57,277.86,1004.91,45.99,901.00,1:55,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,4,06/23/2009,9:30,06/23/2009,34.48,5.03,284.70,1005.21,38.95,901.00,2:55,13.07
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,6,06/24/2009,11:30,06/24/2009,36.19,2.98,291.54,1003.05,37.00,901.00,4:28,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,7,06/24/2009,12:30,06/24/2009,38.10,3.96,292.52,1002.47,32.99,901.00,5:23,12.88
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,8,06/24/2009,13:30,06/24/2009,38.88,3.76,219.70,1001.98,31.92,901.00,6:23,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,9,06/24/2009,14:30,06/24/2009,36.09,1.91,94.57,1001.49,49.90,901.00,7:23,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,10,06/24/2009,15:30,06/24/2009,32.97,3.08,122.92,1001.49,55.96,901.00,8:23,12.98
ISRO0002_15F002(METSITE. SHAR),13.6852777,80.2263888,8,11,06/24/2009,16:30,06/24/2009,31.70,2.39,123.90,1001.49,66.91,901.00,9:23,12.98
